net_nav,ann_return,ann_vol,net_sharpe,gross_sharpe,max_drawdown,calmar,avg_turnover,total_turnover,n_days,method,runtime_seconds_total
1.1439436690292175,0.1531806092963088,0.0514880629164873,2.7688783594993724,2.7688783594993724,-0.0209901382500818,7.297741800043238,0.0,0.0,240,equal_weight,21.499908447265625
1.1078439210471327,0.115878208991923,0.0649020818297203,1.6897082253618745,1.847843993876341,-0.0503953927106592,2.299381010030574,0.0213312913385759,5.119509921258235,240,deep_cql_thr0.2,21.499908447265625
1.0974413081589804,0.105393142770956,0.0717213413248024,1.397366235879021,2.0006381890201395,-0.0503953927106596,2.0913249625032337,0.0891884341957188,21.40522420697252,240,deep_cql_thr0.1,21.499908447265625
1.098771810992241,0.107398381975319,0.0790467693001928,1.2908069017881587,2.715195110351555,-0.0602545443752749,1.782411319989821,0.2120555215373903,50.89332516897369,240,deep_cql_thr0,21.499908447265625
1.0801454316754835,0.0868000520666514,0.0677380274648893,1.2290200663274713,2.6103161524349576,-0.0602545443752749,1.4405561101922344,0.1719510957313456,41.268262975522944,240,deep_cql_thr0.02,21.499908447265625
1.0795191178828778,0.0863224710529253,0.0701820126942576,1.1799564109868677,2.143641646737871,-0.0599446429338151,1.4400364541037285,0.1308185497991742,31.396451951801808,240,deep_cql_thr0.05,21.499908447265625
